Date,Country,Total
1997-10-01,Cote d Ivoire,111.0
1997-10-01,Cote d Ivoire,197.0
1997-10-01,Cote d Ivoire,106.0
1997-10-01,Cote d Ivoire,231.0
1997-10-01,Cote d Ivoire,192.0
1997-10-01,Cote d Ivoire,253.0
1997-10-01,Cote d Ivoire,22.0
1997-10-01,Cote d Ivoire,125.0
1997-10-01,Cote d Ivoire,123.0
1997-10-01,Cote d Ivoire,158.0
1997-10-01,Cote d Ivoire,147.0
1997-10-01,Cote d Ivoire,71.0
1997-10-01,Cote d Ivoire,74.0
1997-10-01,Cote d Ivoire,54.0
1997-10-01,Cote d Ivoire,41.0
1997-10-01,Cote d Ivoire,174.0
1997-10-01,Cote d Ivoire,186.0
1997-10-01,Cote d Ivoire,105.0
1997-10-01,Cote d Ivoire,48.0
1997-10-01,Cote d Ivoire,149.0
1997-10-01,Cote d Ivoire,59.0
1997-10-01,Cote d Ivoire,115.0
1997-10-01,Cote d Ivoire,210.0
1997-10-01,Cote d Ivoire,203.0
1997-10-01,Cote d Ivoire,148.0
1997-10-01,Cote d Ivoire,79.0
1997-10-01,Cote d Ivoire,159.0
1997-10-01,Cote d Ivoire,13.0
1997-10-01,Cote d Ivoire,38.0
1997-10-01,Cote d Ivoire,36.0
1997-10-01,Cote d Ivoire,96.0
1997-10-01,Cote d Ivoire,76.0
1997-10-01,Cote d Ivoire,60.0
1997-10-01,Cote d Ivoire,1.0
1997-10-01,Cote d Ivoire,13.0
1998-01-01,Cote d Ivoire,158.0
1998-01-01,Cote d Ivoire,41.0
1998-01-01,Cote d Ivoire,109.0
1998-01-01,Cote d Ivoire,58.0
1998-01-01,Cote d Ivoire,51.0
1998-01-01,Cote d Ivoire,1.0
1998-01-01,Cote d Ivoire,61.0
1998-01-01,Cote d Ivoire,113.0
1998-01-01,Cote d Ivoire,300.0
1998-01-01,Cote d Ivoire,116.0
1998-01-01,Cote d Ivoire,132.0
1998-01-01,Cote d Ivoire,54.0
1998-01-01,Cote d Ivoire,53.0
1998-01-01,Cote d Ivoire,250.0
1998-01-01,Cote d Ivoire,144.0
1998-01-01,Cote d Ivoire,88.0
1998-01-01,Cote d Ivoire,187.0
1998-01-01,Cote d Ivoire,58.0
1998-01-01,Cote d Ivoire,46.0
1998-01-01,Cote d Ivoire,86.0
1998-01-01,Cote d Ivoire,136.0
1998-01-01,Cote d Ivoire,78.0
1998-01-01,Cote d Ivoire,159.0
1998-01-01,Cote d Ivoire,47.0
1998-01-01,Cote d Ivoire,66.0
1998-01-01,Cote d Ivoire,36.0
1998-01-01,Cote d Ivoire,260.0
1998-01-01,Cote d Ivoire,73.0
1998-01-01,Cote d Ivoire,40.0
1998-01-01,Cote d Ivoire,32.0
1998-01-01,Cote d Ivoire,18.0
1998-01-01,Cote d Ivoire,112.0
1998-01-01,Cote d Ivoire,122.0
1998-01-01,Cote d Ivoire,41.0
1998-01-01,Cote d Ivoire,60.0
1998-01-01,Cote d Ivoire,14.0
1998-03-01,Cote d Ivoire,23.0
1998-03-01,Cote d Ivoire,57.0
1998-03-01,Cote d Ivoire,49.0
1998-03-01,Cote d Ivoire,78.0
1998-03-01,Cote d Ivoire,103.0
1998-03-01,Cote d Ivoire,18.0
1998-03-01,Cote d Ivoire,17.0
1998-03-01,Cote d Ivoire,35.0
1998-03-01,Cote d Ivoire,40.0
1998-03-01,Cote d Ivoire,141.0
1998-03-01,Cote d Ivoire,14.0
1998-03-01,Cote d Ivoire,44.0
1998-03-01,Cote d Ivoire,28.0
1998-03-01,Cote d Ivoire,157.0
1998-03-01,Cote d Ivoire,37.0
1998-03-01,Cote d Ivoire,100.0
1998-03-01,Cote d Ivoire,77.0
1998-03-01,Cote d Ivoire,35.0
1998-03-01,Cote d Ivoire,40.0
1998-03-01,Cote d Ivoire,217.0
1998-03-01,Cote d Ivoire,16.0
1998-03-01,Cote d Ivoire,104.0
1998-03-01,Cote d Ivoire,65.0
1998-03-01,Cote d Ivoire,16.0
1998-03-01,Cote d Ivoire,61.0
1998-03-01,Cote d Ivoire,39.0
1998-03-01,Cote d Ivoire,169.0
1998-03-01,Cote d Ivoire,19.0
1998-03-01,Cote d Ivoire,33.0
1998-03-01,Cote d Ivoire,2.0
1998-03-01,Cote d Ivoire,26.0
1998-03-01,Cote d Ivoire,48.0
1998-03-01,Cote d Ivoire,75.0
1998-03-01,Cote d Ivoire,16.0
1998-03-01,Cote d Ivoire,82.0
1998-05-01,Cote d Ivoire,56.0
1998-05-01,Cote d Ivoire,19.0
1998-05-01,Cote d Ivoire,84.0
1998-05-01,Cote d Ivoire,48.0
1998-05-01,Cote d Ivoire,46.0
1998-05-01,Cote d Ivoire,34.0
1998-05-01,Cote d Ivoire,13.0
1998-05-01,Cote d Ivoire,11.0
1998-05-01,Cote d Ivoire,48.0
1998-05-01,Cote d Ivoire,11.0
1998-05-01,Cote d Ivoire,76.0
1998-05-01,Cote d Ivoire,11.0
1998-05-01,Cote d Ivoire,59.0
1998-05-01,Cote d Ivoire,44.0
1998-05-01,Cote d Ivoire,189.0
1998-05-01,Cote d Ivoire,181.0
1998-05-01,Cote d Ivoire,251.0
1998-05-01,Cote d Ivoire,31.0
1998-05-01,Cote d Ivoire,35.0
1998-05-01,Cote d Ivoire,88.0
1998-05-01,Cote d Ivoire,69.0
1998-05-01,Cote d Ivoire,6.0
1998-05-01,Cote d Ivoire,119.0
1998-05-01,Cote d Ivoire,10.0
1998-05-01,Cote d Ivoire,70.0
1998-05-01,Cote d Ivoire,56.0
1998-05-01,Cote d Ivoire,44.0
1998-05-01,Cote d Ivoire,48.0
1998-05-01,Cote d Ivoire,22.0
1998-05-01,Cote d Ivoire,152.0
1998-05-01,Cote d Ivoire,4.0
1998-05-01,Cote d Ivoire,17.0
1998-05-01,Cote d Ivoire,58.0
1998-05-01,Cote d Ivoire,51.0
1998-05-01,Cote d Ivoire,47.0
1998-05-01,Cote d Ivoire,67.0
1998-06-01,Cote d Ivoire,97.0
1998-06-01,Cote d Ivoire,186.0
1998-06-01,Cote d Ivoire,61.0
1998-06-01,Cote d Ivoire,104.0
1998-06-01,Cote d Ivoire,329.0
1998-06-01,Cote d Ivoire,62.0
1998-06-01,Cote d Ivoire,282.0
1998-06-01,Cote d Ivoire,185.0
1998-06-01,Cote d Ivoire,94.0
1998-06-01,Cote d Ivoire,187.0
1998-06-01,Cote d Ivoire,140.0
1998-06-01,Cote d Ivoire,99.0
1998-06-01,Cote d Ivoire,159.0
1998-06-01,Cote d Ivoire,128.0
1998-06-01,Cote d Ivoire,90.0
1998-06-01,Cote d Ivoire,161.0
1998-06-01,Cote d Ivoire,187.0
1998-06-01,Cote d Ivoire,263.0
1998-06-01,Cote d Ivoire,67.0
1998-06-01,Cote d Ivoire,148.0
1998-06-01,Cote d Ivoire,313.0
1998-06-01,Cote d Ivoire,696.0
1998-06-01,Cote d Ivoire,345.0
1998-06-01,Cote d Ivoire,43.0
1998-06-01,Cote d Ivoire,247.0
1998-06-01,Cote d Ivoire,13.0
1998-06-01,Cote d Ivoire,116.0
1998-06-01,Cote d Ivoire,22.0
1998-06-01,Cote d Ivoire,38.0
1998-06-01,Cote d Ivoire,54.0
1998-06-01,Cote d Ivoire,249.0
1998-06-01,Cote d Ivoire,125.0
1998-06-01,Cote d Ivoire,158.0
1998-06-01,Cote d Ivoire,63.0
1998-06-01,Cote d Ivoire,117.0
1998-08-01,Cote d Ivoire,96.0
1998-08-01,Cote d Ivoire,72.0
1998-08-01,Cote d Ivoire,336.0
1998-08-01,Cote d Ivoire,168.0
1998-08-01,Cote d Ivoire,202.0
1998-08-01,Cote d Ivoire,57.0
1998-08-01,Cote d Ivoire,52.0
1998-08-01,Cote d Ivoire,16.0
1998-08-01,Cote d Ivoire,152.0
1998-08-01,Cote d Ivoire,7.0
1998-08-01,Cote d Ivoire,274.0
1998-08-01,Cote d Ivoire,54.0
1998-08-01,Cote d Ivoire,22.0
1998-08-01,Cote d Ivoire,308.0
1998-08-01,Cote d Ivoire,180.0
1998-08-01,Cote d Ivoire,168.0
1998-08-01,Cote d Ivoire,356.0
1998-08-01,Cote d Ivoire,150.0
1998-08-01,Cote d Ivoire,115.0
1998-08-01,Cote d Ivoire,262.0
1998-08-01,Cote d Ivoire,47.0
1998-08-01,Cote d Ivoire,106.0
1998-08-01,Cote d Ivoire,70.0
1998-08-01,Cote d Ivoire,96.0
1998-08-01,Cote d Ivoire,121.0
1998-08-01,Cote d Ivoire,148.0
1998-08-01,Cote d Ivoire,77.0
1998-08-01,Cote d Ivoire,144.0
1998-08-01,Cote d Ivoire,133.0
1998-08-01,Cote d Ivoire,219.0
1998-08-01,Cote d Ivoire,83.0
1998-08-01,Cote d Ivoire,412.0
1998-08-01,Cote d Ivoire,163.0
1998-08-01,Cote d Ivoire,89.0
1998-08-01,Cote d Ivoire,203.0
1998-08-01,Cote d Ivoire,83.0
1998-09-01,Cote d Ivoire,62.0
1998-09-01,Cote d Ivoire,188.0
1998-09-01,Cote d Ivoire,60.0
1998-09-01,Cote d Ivoire,174.0
1998-09-01,Cote d Ivoire,324.0
1998-09-01,Cote d Ivoire,84.0
1998-09-01,Cote d Ivoire,118.0
1998-09-01,Cote d Ivoire,168.0
1998-09-01,Cote d Ivoire,147.0
1998-09-01,Cote d Ivoire,102.0
1998-09-01,Cote d Ivoire,158.0
1998-09-01,Cote d Ivoire,136.0
1998-09-01,Cote d Ivoire,117.0
1998-09-01,Cote d Ivoire,75.0
1998-09-01,Cote d Ivoire,96.0
1998-09-01,Cote d Ivoire,65.0
1998-09-01,Cote d Ivoire,173.0
1998-09-01,Cote d Ivoire,146.0
1998-09-01,Cote d Ivoire,143.0
1998-09-01,Cote d Ivoire,79.0
1998-09-01,Cote d Ivoire,260.0
1998-09-01,Cote d Ivoire,146.0
1998-09-01,Cote d Ivoire,269.0
1998-09-01,Cote d Ivoire,197.0
1998-09-01,Cote d Ivoire,46.0
1998-09-01,Cote d Ivoire,213.0
1998-09-01,Cote d Ivoire,15.0
1998-09-01,Cote d Ivoire,157.0
1998-09-01,Cote d Ivoire,8.0
1998-09-01,Cote d Ivoire,57.0
1998-09-01,Cote d Ivoire,43.0
1998-09-01,Cote d Ivoire,91.0
1998-09-01,Cote d Ivoire,159.0
1998-09-01,Cote d Ivoire,122.0
1998-09-01,Cote d Ivoire,64.0
1998-09-01,Cote d Ivoire,79.0
1998-10-01,Cote d Ivoire,76.0
1998-10-01,Cote d Ivoire,59.0
1998-10-01,Cote d Ivoire,72.0
1998-10-01,Cote d Ivoire,68.0
1998-10-01,Cote d Ivoire,84.0
1998-10-01,Cote d Ivoire,26.0
1998-10-01,Cote d Ivoire,51.0
1998-10-01,Cote d Ivoire,7.0
1998-10-01,Cote d Ivoire,114.0
1998-10-01,Cote d Ivoire,2.0
1998-10-01,Cote d Ivoire,9.0
1998-10-01,Cote d Ivoire,141.0
1998-10-01,Cote d Ivoire,242.0
1998-10-01,Cote d Ivoire,52.0
1998-10-01,Cote d Ivoire,228.0
1998-10-01,Cote d Ivoire,57.0
1998-10-01,Cote d Ivoire,59.0
1998-10-01,Cote d Ivoire,135.0
1998-10-01,Cote d Ivoire,90.0
1998-10-01,Cote d Ivoire,93.0
1998-10-01,Cote d Ivoire,57.0
1998-10-01,Cote d Ivoire,57.0
1998-10-01,Cote d Ivoire,98.0
1998-10-01,Cote d Ivoire,103.0
1998-10-01,Cote d Ivoire,102.0
1998-10-01,Cote d Ivoire,133.0
1998-10-01,Cote d Ivoire,134.0
1998-10-01,Cote d Ivoire,18.0
1998-10-01,Cote d Ivoire,68.0
1998-10-01,Cote d Ivoire,132.0
1998-10-01,Cote d Ivoire,139.0
1998-10-01,Cote d Ivoire,34.0
1998-10-01,Cote d Ivoire,144.0
1998-10-01,Cote d Ivoire,38.0
1998-12-01,Cote d Ivoire,18.0
1998-12-01,Cote d Ivoire,50.0
1998-12-01,Cote d Ivoire,11.0
1998-12-01,Cote d Ivoire,148.0
1998-12-01,Cote d Ivoire,138.0
1998-12-01,Cote d Ivoire,36.0
1998-12-01,Cote d Ivoire,1.0
1998-12-01,Cote d Ivoire,84.0
1998-12-01,Cote d Ivoire,78.0
1998-12-01,Cote d Ivoire,90.0
1998-12-01,Cote d Ivoire,13.0
1998-12-01,Cote d Ivoire,42.0
1998-12-01,Cote d Ivoire,42.0
1998-12-01,Cote d Ivoire,55.0
1998-12-01,Cote d Ivoire,81.0
1998-12-01,Cote d Ivoire,212.0
1998-12-01,Cote d Ivoire,120.0
1998-12-01,Cote d Ivoire,13.0
1998-12-01,Cote d Ivoire,11.0
1998-12-01,Cote d Ivoire,59.0
1998-12-01,Cote d Ivoire,51.0
1998-12-01,Cote d Ivoire,233.0
1998-12-01,Cote d Ivoire,89.0
1998-12-01,Cote d Ivoire,5.0
1998-12-01,Cote d Ivoire,77.0
1998-12-01,Cote d Ivoire,42.0
1998-12-01,Cote d Ivoire,10.0
1998-12-01,Cote d Ivoire,138.0
1998-12-01,Cote d Ivoire,21.0
1998-12-01,Cote d Ivoire,61.0
1998-12-01,Cote d Ivoire,9.0
1998-12-01,Cote d Ivoire,71.0
1998-12-01,Cote d Ivoire,96.0
1998-12-01,Cote d Ivoire,40.0
1998-12-01,Cote d Ivoire,39.0
1998-12-01,Cote d Ivoire,14.0
1999-01-01,Cote d Ivoire,21.0
1999-01-01,Cote d Ivoire,30.0
1999-01-01,Cote d Ivoire,36.0
1999-01-01,Cote d Ivoire,130.0
1999-01-01,Cote d Ivoire,102.0
1999-01-01,Cote d Ivoire,13.0
1999-01-01,Cote d Ivoire,57.0
1999-01-01,Cote d Ivoire,29.0
1999-01-01,Cote d Ivoire,293.0
1999-01-01,Cote d Ivoire,35.0
1999-01-01,Cote d Ivoire,51.0
1999-01-01,Cote d Ivoire,109.0
1999-01-01,Cote d Ivoire,2.0
1999-01-01,Cote d Ivoire,74.0
1999-01-01,Cote d Ivoire,329.0
1999-01-01,Cote d Ivoire,105.0
1999-01-01,Cote d Ivoire,111.0
1999-01-01,Cote d Ivoire,11.0
1999-01-01,Cote d Ivoire,14.0
1999-01-01,Cote d Ivoire,79.0
1999-01-01,Cote d Ivoire,298.0
1999-01-01,Cote d Ivoire,100.0
1999-01-01,Cote d Ivoire,34.0
1999-01-01,Cote d Ivoire,28.0
1999-01-01,Cote d Ivoire,34.0
1999-01-01,Cote d Ivoire,19.0
1999-01-01,Cote d Ivoire,130.0
1999-01-01,Cote d Ivoire,63.0
1999-01-01,Cote d Ivoire,52.0
1999-01-01,Cote d Ivoire,0.0
1999-01-01,Cote d Ivoire,21.0
1999-01-01,Cote d Ivoire,46.0
1999-01-01,Cote d Ivoire,28.0
1999-01-01,Cote d Ivoire,13.0
1999-01-01,Cote d Ivoire,23.0
1999-01-01,Cote d Ivoire,7.0
1999-03-01,Cote d Ivoire,30.0
1999-03-01,Cote d Ivoire,11.0
1999-03-01,Cote d Ivoire,65.0
1999-03-01,Cote d Ivoire,37.0
1999-03-01,Cote d Ivoire,37.0
1999-03-01,Cote d Ivoire,7.0
1999-03-01,Cote d Ivoire,61.0
1999-03-01,Cote d Ivoire,106.0
1999-03-01,Cote d Ivoire,61.0
1999-03-01,Cote d Ivoire,12.0
1999-03-01,Cote d Ivoire,25.0
1999-03-01,Cote d Ivoire,8.0
1999-03-01,Cote d Ivoire,21.0
1999-03-01,Cote d Ivoire,102.0
1999-03-01,Cote d Ivoire,141.0
1999-03-01,Cote d Ivoire,47.0
1999-03-01,Cote d Ivoire,51.0
1999-03-01,Cote d Ivoire,35.0
1999-03-01,Cote d Ivoire,95.0
1999-03-01,Cote d Ivoire,66.0
1999-03-01,Cote d Ivoire,232.0
1999-03-01,Cote d Ivoire,143.0
1999-03-01,Cote d Ivoire,62.0
1999-03-01,Cote d Ivoire,46.0
1999-03-01,Cote d Ivoire,57.0
1999-03-01,Cote d Ivoire,208.0
1999-03-01,Cote d Ivoire,6.0
1999-03-01,Cote d Ivoire,17.0
1999-03-01,Cote d Ivoire,12.0
1999-03-01,Cote d Ivoire,93.0
1999-03-01,Cote d Ivoire,96.0
1999-03-01,Cote d Ivoire,38.0
1999-03-01,Cote d Ivoire,28.0
1999-03-01,Cote d Ivoire,63.0
1999-05-01,Cote d Ivoire,93.0
1999-05-01,Cote d Ivoire,58.0
1999-05-01,Cote d Ivoire,15.0
1999-05-01,Cote d Ivoire,42.0
1999-05-01,Cote d Ivoire,102.0
1999-05-01,Cote d Ivoire,11.0
1999-05-01,Cote d Ivoire,21.0
1999-05-01,Cote d Ivoire,16.0
1999-05-01,Cote d Ivoire,70.0
1999-05-01,Cote d Ivoire,58.0
1999-05-01,Cote d Ivoire,47.0
1999-05-01,Cote d Ivoire,257.0
1999-05-01,Cote d Ivoire,137.0
1999-05-01,Cote d Ivoire,61.0
1999-05-01,Cote d Ivoire,56.0
1999-05-01,Cote d Ivoire,170.0
1999-05-01,Cote d Ivoire,32.0
1999-05-01,Cote d Ivoire,77.0
1999-05-01,Cote d Ivoire,64.0
1999-05-01,Cote d Ivoire,46.0
1999-05-01,Cote d Ivoire,63.0
1999-05-01,Cote d Ivoire,51.0
1999-05-01,Cote d Ivoire,66.0
1999-05-01,Cote d Ivoire,80.0
1999-05-01,Cote d Ivoire,57.0
1999-05-01,Cote d Ivoire,182.0
1999-05-01,Cote d Ivoire,155.0
1999-05-01,Cote d Ivoire,108.0
1999-05-01,Cote d Ivoire,12.0
1999-05-01,Cote d Ivoire,52.0
1999-05-01,Cote d Ivoire,66.0
1999-05-01,Cote d Ivoire,41.0
1999-05-01,Cote d Ivoire,11.0
1999-05-01,Cote d Ivoire,50.0
1999-05-01,Cote d Ivoire,32.0
1999-06-01,Cote d Ivoire,138.0
1999-06-01,Cote d Ivoire,118.0
1999-06-01,Cote d Ivoire,42.0
1999-06-01,Cote d Ivoire,131.0
1999-06-01,Cote d Ivoire,142.0
1999-06-01,Cote d Ivoire,136.0
1999-06-01,Cote d Ivoire,53.0
1999-06-01,Cote d Ivoire,67.0
1999-06-01,Cote d Ivoire,148.0
1999-06-01,Cote d Ivoire,102.0
1999-06-01,Cote d Ivoire,163.0
1999-06-01,Cote d Ivoire,116.0
1999-06-01,Cote d Ivoire,119.0
1999-06-01,Cote d Ivoire,62.0
1999-06-01,Cote d Ivoire,47.0
1999-06-01,Cote d Ivoire,67.0
1999-06-01,Cote d Ivoire,25.0
1999-06-01,Cote d Ivoire,172.0
1999-06-01,Cote d Ivoire,64.0
1999-06-01,Cote d Ivoire,19.0
1999-06-01,Cote d Ivoire,170.0
1999-06-01,Cote d Ivoire,130.0
1999-06-01,Cote d Ivoire,38.0
1999-06-01,Cote d Ivoire,83.0
1999-06-01,Cote d Ivoire,153.0
1999-06-01,Cote d Ivoire,83.0
1999-06-01,Cote d Ivoire,63.0
1999-06-01,Cote d Ivoire,104.0
1999-06-01,Cote d Ivoire,24.0
1999-06-01,Cote d Ivoire,16.0
1999-06-01,Cote d Ivoire,56.0
1999-06-01,Cote d Ivoire,193.0
1999-06-01,Cote d Ivoire,90.0
1999-06-01,Cote d Ivoire,74.0
1999-06-01,Cote d Ivoire,91.0
1999-06-01,Cote d Ivoire,153.0
1999-07-01,Cote d Ivoire,136.0
1999-07-01,Cote d Ivoire,76.0
1999-07-01,Cote d Ivoire,57.0
1999-07-01,Cote d Ivoire,85.0
1999-07-01,Cote d Ivoire,141.0
1999-07-01,Cote d Ivoire,92.0
1999-07-01,Cote d Ivoire,36.0
1999-07-01,Cote d Ivoire,23.0
1999-07-01,Cote d Ivoire,97.0
1999-07-01,Cote d Ivoire,67.0
1999-07-01,Cote d Ivoire,84.0
1999-07-01,Cote d Ivoire,146.0
1999-07-01,Cote d Ivoire,130.0
1999-07-01,Cote d Ivoire,44.0
1999-07-01,Cote d Ivoire,104.0
1999-07-01,Cote d Ivoire,134.0
1999-07-01,Cote d Ivoire,22.0
1999-07-01,Cote d Ivoire,76.0
1999-07-01,Cote d Ivoire,230.0
1999-07-01,Cote d Ivoire,114.0
1999-07-01,Cote d Ivoire,103.0
1999-07-01,Cote d Ivoire,80.0
1999-07-01,Cote d Ivoire,131.0
1999-07-01,Cote d Ivoire,117.0
1999-07-01,Cote d Ivoire,82.0
1999-07-01,Cote d Ivoire,126.0
1999-07-01,Cote d Ivoire,120.0
1999-07-01,Cote d Ivoire,77.0
1999-07-01,Cote d Ivoire,81.0
1999-07-01,Cote d Ivoire,149.0
1999-07-01,Cote d Ivoire,165.0
1999-07-01,Cote d Ivoire,117.0
1999-07-01,Cote d Ivoire,83.0
1999-07-01,Cote d Ivoire,143.0
1999-07-01,Cote d Ivoire,122.0
1999-07-01,Ghana,31.0
1999-07-01,Ghana,170.0
1999-07-01,Ghana,82.0
1999-07-01,Ghana,73.0
1999-07-01,Ghana,78.0
1999-07-01,Ghana,169.0
1999-07-01,Ghana,61.0
1999-07-01,Ghana,75.0
1999-07-01,Ghana,88.0
1999-07-01,Ghana,93.0
1999-07-01,Ghana,93.0
1999-07-01,Ghana,55.0
1999-07-01,Ghana,163.0
1999-07-01,Ghana,104.0
1999-07-01,Ghana,52.0
1999-07-01,Ghana,15.0
1999-07-01,Ghana,33.0
1999-07-01,Ghana,65.0
1999-07-01,Ghana,29.0
1999-07-01,Ghana,25.0
1999-07-01,Ghana,45.0
1999-07-01,Ghana,161.0
1999-07-01,Ghana,33.0
1999-07-01,Ghana,118.0
1999-07-01,Ghana,168.0
1999-07-01,Ghana,111.0
1999-07-01,Ghana,87.0
1999-07-01,Ghana,53.0
1999-07-01,Ghana,39.0
1999-07-01,Ghana,235.0
1999-07-01,Ghana,71.0
1999-07-01,Ghana,149.0
1999-07-01,Ghana,170.0
1999-09-01,Ghana,93.0
1999-09-01,Ghana,91.0
1999-09-01,Ghana,82.0
1999-09-01,Ghana,175.0
1999-09-01,Ghana,41.0
1999-09-01,Ghana,43.0
1999-09-01,Ghana,151.0
1999-09-01,Ghana,121.0
1999-09-01,Ghana,120.0
1999-09-01,Ghana,279.0
1999-09-01,Ghana,42.0
1999-09-01,Ghana,138.0
1999-09-01,Ghana,192.0
1999-09-01,Ghana,52.0
1999-09-01,Ghana,62.0
1999-09-01,Ghana,129.0
1999-09-01,Ghana,77.0
1999-09-01,Ghana,18.0
1999-09-01,Ghana,224.0
1999-09-01,Ghana,69.0
1999-09-01,Ghana,71.0
1999-09-01,Ghana,76.0
1999-09-01,Ghana,105.0
1999-09-01,Ghana,89.0
1999-09-01,Ghana,146.0
1999-09-01,Ghana,100.0
1999-09-01,Ghana,109.0
1999-09-01,Ghana,115.0
1999-09-01,Ghana,115.0
1999-09-01,Ghana,60.0
1999-09-01,Ghana,98.0
1999-09-01,Ghana,97.0
1999-09-01,Ghana,50.0
1999-09-01,Ghana,207.0
1999-09-01,Ghana,52.0
1999-09-01,Cote d Ivoire,193.0
1999-09-01,Cote d Ivoire,182.0
1999-09-01,Cote d Ivoire,119.0
1999-09-01,Cote d Ivoire,171.0
1999-09-01,Cote d Ivoire,162.0
1999-09-01,Cote d Ivoire,186.0
1999-09-01,Cote d Ivoire,65.0
1999-09-01,Cote d Ivoire,280.0
1999-09-01,Cote d Ivoire,200.0
1999-09-01,Cote d Ivoire,377.0
1999-09-01,Cote d Ivoire,165.0
1999-09-01,Cote d Ivoire,204.0
1999-09-01,Cote d Ivoire,146.0
1999-09-01,Cote d Ivoire,90.0
1999-09-01,Cote d Ivoire,150.0
1999-09-01,Cote d Ivoire,59.0
1999-09-01,Cote d Ivoire,200.0
1999-09-01,Cote d Ivoire,308.0
1999-09-01,Cote d Ivoire,283.0
1999-09-01,Cote d Ivoire,40.0
1999-09-01,Cote d Ivoire,282.0
1999-09-01,Cote d Ivoire,102.0
1999-09-01,Cote d Ivoire,122.0
1999-09-01,Cote d Ivoire,203.0
1999-09-01,Cote d Ivoire,106.0
1999-09-01,Cote d Ivoire,402.0
1999-09-01,Cote d Ivoire,85.0
1999-09-01,Cote d Ivoire,43.0
1999-09-01,Cote d Ivoire,165.0
1999-09-01,Cote d Ivoire,31.0
1999-09-01,Cote d Ivoire,40.0
1999-09-01,Cote d Ivoire,95.0
1999-09-01,Cote d Ivoire,143.0
1999-09-01,Cote d Ivoire,109.0
1999-09-01,Cote d Ivoire,51.0
1999-09-01,Cote d Ivoire,40.0
1999-09-01,Cote d Ivoire,134.0
1999-10-01,Cote d Ivoire,69.0
1999-10-01,Cote d Ivoire,17.0
1999-10-01,Cote d Ivoire,38.0
1999-10-01,Cote d Ivoire,70.0
1999-10-01,Cote d Ivoire,96.0
1999-10-01,Cote d Ivoire,79.0
1999-10-01,Cote d Ivoire,37.0
1999-10-01,Cote d Ivoire,27.0
1999-10-01,Cote d Ivoire,122.0
1999-10-01,Cote d Ivoire,25.0
1999-10-01,Cote d Ivoire,99.0
1999-10-01,Cote d Ivoire,289.0
1999-10-01,Cote d Ivoire,149.0
1999-10-01,Cote d Ivoire,140.0
1999-10-01,Cote d Ivoire,286.0
1999-10-01,Cote d Ivoire,98.0
1999-10-01,Cote d Ivoire,259.0
1999-10-01,Cote d Ivoire,46.0
1999-10-01,Cote d Ivoire,257.0
1999-10-01,Cote d Ivoire,206.0
1999-10-01,Cote d Ivoire,152.0
1999-10-01,Cote d Ivoire,109.0
1999-10-01,Cote d Ivoire,70.0
1999-10-01,Cote d Ivoire,69.0
1999-10-01,Cote d Ivoire,181.0
1999-10-01,Cote d Ivoire,149.0
1999-10-01,Cote d Ivoire,354.0
1999-10-01,Cote d Ivoire,128.0
1999-10-01,Cote d Ivoire,213.0
1999-10-01,Cote d Ivoire,45.0
1999-10-01,Cote d Ivoire,91.0
1999-10-01,Cote d Ivoire,85.0
1999-10-01,Cote d Ivoire,146.0
1999-10-01,Cote d Ivoire,61.0
1999-10-01,Cote d Ivoire,118.0
1999-10-01,Cote d Ivoire,142.0
1999-12-01,Indonesia,106.0
1999-12-01,Indonesia,195.0
1999-12-01,Indonesia,72.0
1999-12-01,Indonesia,90.0
1999-12-01,Indonesia,62.0
1999-12-01,Indonesia,59.0
1999-12-01,Indonesia,220.0
1999-12-01,Indonesia,54.0
1999-12-01,Indonesia,100.0
1999-12-01,Indonesia,21.0
1999-12-01,Indonesia,51.0
1999-12-01,Indonesia,45.0
1999-12-01,Indonesia,309.0
1999-12-01,Indonesia,43.0
1999-12-01,Indonesia,57.0
1999-12-01,Indonesia,51.0
1999-12-01,Indonesia,74.0
1999-12-01,Indonesia,38.0
1999-12-01,Indonesia,44.0
1999-12-01,Indonesia,15.0
1999-12-01,Indonesia,19.0
1999-12-01,Indonesia,78.0
1999-12-01,Indonesia,172.0
1999-12-01,Indonesia,80.0
1999-12-01,Indonesia,99.0
1999-12-01,Indonesia,251.0
1999-12-01,Indonesia,87.0
1999-12-01,Indonesia,117.0
1999-12-01,Indonesia,158.0
1999-12-01,Indonesia,79.0
1999-12-01,Indonesia,58.0
1999-12-01,Indonesia,173.0
1999-12-01,Indonesia,91.0
1999-12-01,Indonesia,128.0
1999-12-01,Indonesia,184.0
1999-12-01,Indonesia,122.0
1999-12-01,Indonesia,194.0
1999-12-01,Indonesia,136.0
1999-12-01,Indonesia,128.0
1999-12-01,Indonesia,195.0
1999-12-01,Indonesia,189.0
1999-12-01,Indonesia,162.0
1999-12-01,Indonesia,67.0
1999-12-01,Indonesia,123.0
1999-12-01,Indonesia,168.0
1999-12-01,Indonesia,81.0
1999-12-01,Indonesia,60.0
1999-12-01,Indonesia,23.0
1999-12-01,Indonesia,84.0
1999-12-01,Indonesia,157.0
1999-12-01,Indonesia,84.0
1999-12-01,Indonesia,81.0
1999-12-01,Indonesia,153.0
1999-12-01,Indonesia,87.0
1999-12-01,Indonesia,30.0
1999-12-01,Indonesia,8.0
1999-12-01,Indonesia,28.0
